Scenario,Island,Subsector,Fuel Code,Fuel,2015,2016,2018,2021,2025,2030,2035,2040,2045,2050,2055,2060
Kea,NI,WOOD PROCESSING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,NI,WOOD PROCESSING,INDWOD,Wood,15.63823529,15.42321569,14.99317647,7.012708342,8.452333216,9.985663128,13.9254424,13.9333624,16.92058509,20.51612303,22.41851395,18.49951182
Kea,NI,WOOD PROCESSING,INDFOL,Fuel Oil,0.035294118,0,0.034823529,0,0,0,0,0,0,0,0,0
Kea,NI,WOOD PROCESSING,INDELC,Electricity,6.490075098,4.759312835,4.770595906,5.20074342,5.421994327,5.876779902,6.328614598,6.81533791,7.453093323,8.219843693,8.98219268,11.2714795
Kea,NI,WOOD PROCESSING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,NI,WOOD PROCESSING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,NI,WOOD PROCESSING,INDGEO,Geothermal,0.556629874,0.558072989,0.560959218,2.129325736,2.260875929,2.403455641,1.984169034,2.136726851,2.334866471,2.551364568,2.787942572,3.046466225
Kea,SI,CHEMICAL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CHEMICAL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CHEMICAL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CHEMICAL,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CHEMICAL,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CHEMICAL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CHEMICAL,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CHEMICAL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CHEMICAL,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CHEMICAL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CHEMICAL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CHEMICAL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CONSTRUCTION,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CONSTRUCTION,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CONSTRUCTION,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CONSTRUCTION,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CONSTRUCTION,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CONSTRUCTION,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CONSTRUCTION,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CONSTRUCTION,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CONSTRUCTION,INDELC,Electricity,0.222222222,0.222222222,0.222222222,0.236148148,0.212851852,0.219333333,0.236185185,0.254333333,0.277925926,0.303722222,0.331851852,0.362703704
Kea,SI,CONSTRUCTION,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CONSTRUCTION,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,CONSTRUCTION,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,DAIRY PRODUCTS,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,DAIRY PRODUCTS,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,DAIRY PRODUCTS,INDDSL,Diesel,0.029411765,0.02945098,0.034705882,0.076514118,0,0.000459809,0,0,0,0,0,0
Kea,SI,DAIRY PRODUCTS,INDCOA,Coal,6.1875,6.1875,6.1875,5.994375,0.76896841,0,0,0,0,0,0,0
Kea,SI,DAIRY PRODUCTS,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,DAIRY PRODUCTS,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,DAIRY PRODUCTS,INDWOD,Wood,0,0,0,0,4.508714203,5.038974544,5.508064235,5.931687765,6.473061294,6.89134615,6.929432118,7.507438706
Kea,SI,DAIRY PRODUCTS,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,DAIRY PRODUCTS,INDELC,Electricity,1.044961906,1.044961906,1.044961906,1.037794189,1.01602725,0.978911217,1.054175882,1.135347903,1.242248581,1.395864104,1.651752215,1.818559582
Kea,SI,DAIRY PRODUCTS,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,DAIRY PRODUCTS,INDLPG,LPG,0.116091954,0.115977011,0.110689655,0,0,0,0,0,0,0,0,0
Kea,SI,DAIRY PRODUCTS,INDGEO,Geothermal,0.065970948,0.066039668,0.066177107,0.126028219,0.123855301,0.121778247,0.059851112,0.064452585,0.07042811,0.076978819,0.084104712,0.091901654
Kea,SI,FOOD PROCESSING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,FOOD PROCESSING,INDBIG,Biogas,0,0,0,0,0.01627627,0.015688716,0.016894747,0.018193551,0.019878902,0.021724027,0.023734079,0.025934829
Kea,SI,FOOD PROCESSING,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,FOOD PROCESSING,INDCOA,Coal,0.529,0.528933333,0.5288,0.52807,0.4928125,0.478755,0.01452,0.01564,0.0171,0.01868,0.0204,0.0223
Kea,SI,FOOD PROCESSING,INDNGA,Natural Gas,0,0,0,0,0.0030225,0.002925,0.00313625,0.00338,0.003705,0.00404625,0.00442,0.00482625
Kea,SI,FOOD PROCESSING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,FOOD PROCESSING,INDWOD,Wood,0,0,0,0,0,0,0.366364706,0.394529412,0.431076471,0.471088235,0.514676471,0.5624
Kea,SI,FOOD PROCESSING,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,FOOD PROCESSING,INDELC,Electricity,0.638598593,0.638665259,0.638798593,0.627252457,0.574797966,0.549969883,0.704042704,0.758187355,0.828741951,0.905556166,0.989419247,1.081157863
Kea,SI,FOOD PROCESSING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,FOOD PROCESSING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,FOOD PROCESSING,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,IRON&STEEL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MEAT PROCESSING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MEAT PROCESSING,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MEAT PROCESSING,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MEAT PROCESSING,INDCOA,Coal,0.97308,0.97308,0.973125,0.0355,0,0,0,0,0,0,0,0
Kea,SI,MEAT PROCESSING,INDNGA,Natural Gas,0,0,0,0,0.00203125,0.00196625,0.0021125,0.002275,0.00248625,0.00271375,0.0029575,0.00323375
Kea,SI,MEAT PROCESSING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MEAT PROCESSING,INDWOD,Wood,0.037101176,0.037101176,0.037058824,0.886117647,0.886117647,0.853882353,0.919529412,0.990235294,1.082117647,1.182470588,1.182470588,1.270694118
Kea,SI,MEAT PROCESSING,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MEAT PROCESSING,INDELC,Electricity,1.106395296,0.786299296,0.786299296,0.776870567,0.711348633,0.685656084,0.738346726,0.795150321,0.868748327,0.949296322,1.097843416,1.211535654
Kea,SI,MEAT PROCESSING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MEAT PROCESSING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MEAT PROCESSING,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METALS,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METALS,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METALS,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METALS,INDCOA,Coal,0,0,0,0,0.01113,0.010727143,0.01155,0.012437143,0.013594286,0.014854286,0.01623,0.017734286
Kea,SI,METALS,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METALS,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METALS,INDWOD,Wood,0,0,0,0,0.08904,0.085817143,0.0924,0.099497143,0.108754286,0.118834286,0.12984,0.141874286
Kea,SI,METALS,INDFOL,Fuel Oil,0.33375,0.321458333,0.334,0.336875,9.24E-05,9.24E-05,9.24E-05,0.000167543,0,0,0,0
Kea,SI,METALS,INDELC,Electricity,0.362546296,0.362337963,0.349796296,0.344537037,0.533657935,0.514206361,0.553604139,0.596251068,0.651693148,0.712220648,0.778204491,0.850248056
Kea,SI,METALS,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METALS,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METALS,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,METHANOL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINERAL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,MINING,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,OTHER,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,OTHER,INDBIG,Biogas,0.01,0.01,0.01,0.014,0.0144,0.0148,0.016,0.0172,0.0188,0.0205,0.0224,0.0245
Kea,SI,OTHER,INDDSL,Diesel,1.37,1.37,1.37,1.4198,1.4628,1.5072,1.623,1.7478,1.9099,2.087,2.2805,2.492
Kea,SI,OTHER,INDCOA,Coal,0.34,0.34,0.34,0.3526,0.3632,0.3743,0.403,0.434,0.4743,0.5182,0.5663,0.6188
Kea,SI,OTHER,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,OTHER,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,OTHER,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,OTHER,INDFOL,Fuel Oil,0,0,0,0.0029,0.003,0.0031,0.0033,0.0036,0.0039,0.0043,0.0047,0.0051
Kea,SI,OTHER,INDELC,Electricity,1.39,1.39,1.39,1.4361,1.4796,1.5244,1.6416,1.7678,1.9318,2.1109,2.3066,2.5205
Kea,SI,OTHER,INDPET,Petrol,0.01,0.01,0.01,0.0176,0.0182,0.0187,0.0202,0.0217,0.0237,0.0259,0.0283,0.0309
Kea,SI,OTHER,INDLPG,LPG,0.9,0.9,0.9,0.9332,0.9615,0.9906,1.0668,1.1488,1.2553,1.3717,1.4989,1.6379
Kea,SI,OTHER,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,PULP AND PAPER,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,PULP AND PAPER,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,PULP AND PAPER,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,PULP AND PAPER,INDCOA,Coal,0.02375,0.023916667,0.02425,0,0,0,0,0,0,0,0,0
Kea,SI,PULP AND PAPER,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,PULP AND PAPER,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,PULP AND PAPER,INDWOD,Wood,0,0,0,0.025729412,0.027847059,0.030282353,0.032505882,0.035047059,0.038329412,0.041823529,0.045741176,0.049976471
Kea,SI,PULP AND PAPER,INDFOL,Fuel Oil,0.001176471,0.001019608,0.000705882,0,0,0,0,0,0,0,0,0
Kea,SI,PULP AND PAPER,INDELC,Electricity,0.000230235,0.000230235,0.000230235,0.006419731,0.006882995,0.00735146,0.007808121,0.008505619,0.009453164,0.010264476,0.011080393,0.012134248
Kea,SI,PULP AND PAPER,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,PULP AND PAPER,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,PULP AND PAPER,INDGEO,Geothermal,0,0,0,0.002504834,0.002710994,0.002948077,0.003164544,0.003411935,0.003731482,0.004071644,0.004453039,0.004865357
Kea,SI,REFINERY,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,REFINERY,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,REFINERY,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,REFINERY,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,REFINERY,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,REFINERY,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,REFINERY,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,REFINERY,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,REFINERY,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,REFINERY,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,REFINERY,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,REFINERY,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,UREA FEEDSTOCK,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,INDNGA,Natural Gas,1.022988506,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,SI,WOOD PROCESSING,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CHEMICAL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CHEMICAL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CHEMICAL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CHEMICAL,INDCOA,Coal,0,0,0,0,0.018175714,0.020442857,0.022015714,0.022015714,0.017027143,0.012227143,0.008781429,0.006308571
Tui,NI,CHEMICAL,INDNGA,Natural Gas,8.32637931,8.331533525,8.341841954,9.030468799,9.248043836,9.635390086,9.664665238,10.03744251,5.428047549,2.579080884,1.560189677,1.04559
Tui,NI,CHEMICAL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CHEMICAL,INDWOD,Wood,0,0,0,0,0.930699832,1.832248739,2.701479339,3.289775757,4.183821461,4.292935473,3.381957994,2.505527395
Tui,NI,CHEMICAL,INDFOL,Fuel Oil,0.372794118,0.3505,0.354441176,0,0,0,0,0,0,0,0,0
Tui,NI,CHEMICAL,INDELC,Electricity,1.835639556,1.824532832,1.822325384,1.919466351,1.889092593,2.124888889,2.288351852,2.464259259,1.769703704,1.331644769,0.956263472,0.686817037
Tui,NI,CHEMICAL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CHEMICAL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CHEMICAL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CONSTRUCTION,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CONSTRUCTION,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CONSTRUCTION,INDDSL,Diesel,7.161616162,7.112508418,7.10520202,6.846724918,7.745317156,8.756011601,9.456055556,10.4100392,10.72022222,10.88172222,11.04586111,11.21263889
Tui,NI,CONSTRUCTION,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CONSTRUCTION,INDNGA,Natural Gas,0.461538462,0.46974359,0.486153846,1.010653846,1.076153846,1.149807692,1.200846154,0.978407256,0.781230769,0.793,0.804961538,0.817115385
Tui,NI,CONSTRUCTION,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,CONSTRUCTION,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
