Scenario,Island,Subsector,Fuel Code,Fuel,2015,2016,2018,2021,2025,2030,2035,2040,2045,2050,2055,2060
Kea,Total,DAIRY PRODUCTS,INDGEO,Geothermal,0.220590358,0.222102192,0.22512586,0.428804978,0.421391492,0.414265599,0.203679117,0.21933691,0.239660085,0.261900541,0.286186096,0.312708479
Kea,Total,FOOD PROCESSING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,FOOD PROCESSING,INDBIG,Biogas,0,0,0,0,0.376926042,0.363221609,0.391151028,0.421224503,0.460281366,0.502966631,0.549599845,0.600562402
Kea,Total,FOOD PROCESSING,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,FOOD PROCESSING,INDCOA,Coal,0.529,0.528933333,0.5288,0.78607,0.7414325,0.718335,0.27252,0.29348,0.3207,0.35042,0.3829,0.41842
Kea,Total,FOOD PROCESSING,INDNGA,Natural Gas,11.18666667,11.17777241,11.18297241,10.66866667,9.955800776,9.593815977,10.33148539,11.12580207,12.15749293,13.28473355,14.51661109,15.86269504
Kea,Total,FOOD PROCESSING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,FOOD PROCESSING,INDWOD,Wood,0,0,0,0,0,0,0.366364706,0.394529412,0.431076471,0.471088235,0.514676471,0.5624
Kea,Total,FOOD PROCESSING,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,FOOD PROCESSING,INDELC,Electricity,2.760468444,2.743120296,2.73805363,2.542822819,2.286001669,2.198888402,2.479746408,2.670487355,2.918382692,3.188826536,3.484489618,3.807528233
Kea,Total,FOOD PROCESSING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,FOOD PROCESSING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,FOOD PROCESSING,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,IRON&STEEL,COA,Coal Feedstock,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
Kea,Total,IRON&STEEL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,IRON&STEEL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,IRON&STEEL,INDCOA,Coal,0,0,0,0,0.095087143,0.095087143,0,0,0.095087143,0.095087143,0.095087143,0.095087143
Kea,Total,IRON&STEEL,INDNGA,Natural Gas,0.725,0.726208333,0.728625,2.281715,2.02456375,2.02456375,2.107765,2.107765,1.55309,1.55309,1.55309,1.55309
Kea,Total,IRON&STEEL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,IRON&STEEL,INDWOD,Wood,0,0,0,0,0.760697143,0.760697143,0.760697143,0.760697143,0.760697143,0.760697143,0.760697143,0.760697143
Kea,Total,IRON&STEEL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,IRON&STEEL,INDELC,Electricity,2.953703704,2.925180556,2.922763889,1.389141481,0.785296296,0.785296296,0.785296296,0.785296296,1.256770046,1.256770046,1.256770046,1.256770046
Kea,Total,IRON&STEEL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,IRON&STEEL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,IRON&STEEL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MEAT PROCESSING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MEAT PROCESSING,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MEAT PROCESSING,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MEAT PROCESSING,INDCOA,Coal,1.78558,1.783913333,1.780625,0.0367364,0.0012364,0.0012364,0.0012364,0,0,0,0,0
Kea,Total,MEAT PROCESSING,INDNGA,Natural Gas,1.471264368,1.451302682,1.457356322,2.15748377,2.118634273,2.041447147,2.031482339,2.20175877,1.200078601,1.440188285,1.653114506,2.078549227
Kea,Total,MEAT PROCESSING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MEAT PROCESSING,INDWOD,Wood,0.072395294,0.070865882,0.067764706,0.886117647,0.886117647,0.853882353,1.090457788,1.161163671,2.2430893,2.343442241,2.343442241,2.260737394
Kea,Total,MEAT PROCESSING,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MEAT PROCESSING,INDELC,Electricity,3.047145037,2.702234222,2.702234222,2.643231779,2.394463448,2.307622751,2.485017097,2.676224395,3.067649241,3.338734273,3.723420905,4.08052589
Kea,Total,MEAT PROCESSING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MEAT PROCESSING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MEAT PROCESSING,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METALS,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METALS,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METALS,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METALS,INDCOA,Coal,0,0,0,0,0.076178571,0.07341,0.01155,0.012437143,0.093025714,0.101652857,0.111077143,0.121375714
Kea,Total,METALS,INDNGA,Natural Gas,1.9625,1.963333333,1.965,2.007625,1.4223675,1.3706225,1.535,1.653045,1.7368525,1.467585,1.60367,1.752435
Kea,Total,METALS,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METALS,INDWOD,Wood,0,0,0,0,0.609428571,0.58728,0.6324,0.681017143,0.744205714,0.813222857,0.888617143,0.971005714
Kea,Total,METALS,INDFOL,Fuel Oil,0.38375,0.370375,0.386375,0.336875,9.24E-05,9.24E-05,9.24E-05,0.000167543,0,0,0,0
Kea,Total,METALS,INDELC,Electricity,1.874675926,1.864717593,1.847050926,1.745148148,1.739798676,1.676621176,1.805326361,1.944184402,2.124719074,2.752108009,3.007184537,3.285984954
Kea,Total,METALS,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METALS,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METALS,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METHANOL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METHANOL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METHANOL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METHANOL,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METHANOL,INDNGA,Natural Gas,16.46,16.46,16.46,16.4618,16.4618,16.4618,0,0,0,0,0,0
Kea,Total,METHANOL,NGA,Natural Gas Feedstock,41.07,41.06,41.06,41.0689,41.0689,41.0689,0,0,0,0,0,0
Kea,Total,METHANOL,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METHANOL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METHANOL,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METHANOL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METHANOL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,METHANOL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINERAL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINERAL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINERAL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINERAL,INDCOA,Coal,2.957142857,2.954952381,2.950571429,3.126478571,3.13181,3.13181,0,0,0.241733539,0.25857,0.282548571,0.308747143
Kea,Total,MINERAL,INDNGA,Natural Gas,2.194252874,2.19591954,2.199252874,2.386990733,1.269155733,1.390850733,4.397372512,4.785075041,4.413203214,4.301861724,4.779143908,5.222272299
Kea,Total,MINERAL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINERAL,INDWOD,Wood,0.6,0.597714286,0.593142857,0.593142857,2.058933782,2.119206723,2.330056706,2.453759563,2.970650809,2.757101176,2.932576807,3.204471261
Kea,Total,MINERAL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINERAL,INDELC,Electricity,0.94537037,0.920305556,0.924805556,0.787259259,0.709722222,0.731240741,0.7875,0.848037037,1.242225707,2.294613287,2.507358889,2.739926806
Kea,Total,MINERAL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINERAL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINERAL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINING,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINING,INDDSL,Diesel,9.055555556,3.962828283,3.959191919,3.668333333,3.590472222,3.699722222,3.984194444,4.290305556,4.68825,5.122611111,5.598138889,6.116944444
Kea,Total,MINING,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINING,INDNGA,Natural Gas,0.16091954,0.16045977,0.15954023,0.194712644,0.45636649,0.464328028,0.467932361,0.50736649,0.425278438,0.403307692,0.470490274,0.514114058
Kea,Total,MINING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINING,INDWOD,Wood,0,0,0,0,0.006,0.012235294,0.046,0.046,0.18240777,0.262235294,0.256,0.279811765
Kea,Total,MINING,INDFOL,Fuel Oil,2.035294118,0.024,0.024941176,0,0,0,0,0,0,0,0,0
Kea,Total,MINING,INDELC,Electricity,1.466666667,1.467259259,1.468444444,1.649925926,1.4875,1.532611111,1.650444444,1.777222222,1.942111111,2.122166667,2.318944444,2.534
Kea,Total,MINING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,MINING,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,OTHER,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,OTHER,INDBIG,Biogas,0.05,0.04,0.04,0.0549,0.0565,0.0582,0.0628,0.0676,0.0738,0.0806,0.0881,0.0963
Kea,Total,OTHER,INDDSL,Diesel,5.41,5.4,5.4,5.5797,5.7488,5.923,6.3784,6.8688,7.5058,8.2018,8.9623,9.7934
Kea,Total,OTHER,INDCOA,Coal,1.34,1.34,1.34,1.3856,1.4275,1.4708,1.5838,1.7056,1.8639,2.0366,2.2255,2.4318
Kea,Total,OTHER,INDNGA,Natural Gas,1.06,1.05,1.05,1.0873,1.1203,1.1542,1.243,1.3385,1.4627,1.5983,1.7465,1.9085
Kea,Total,OTHER,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,OTHER,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,OTHER,INDFOL,Fuel Oil,0.01,0,0,0.0114,0.0118,0.0121,0.013,0.0141,0.0153,0.0168,0.0184,0.02
Kea,Total,OTHER,INDELC,Electricity,5.47,5.47,5.47,5.6436,5.8146,5.9908,6.4514,6.9474,7.5917,8.2957,9.0648,9.9054
Kea,Total,OTHER,INDPET,Petrol,0.06,0.06,0.06,0.0693,0.0714,0.0735,0.0793,0.0853,0.0932,0.1018,0.1113,0.1216
Kea,Total,OTHER,INDLPG,LPG,3.55,3.55,3.55,3.6674,3.7786,3.893,4.1924,4.5147,4.9333,5.3908,5.8907,6.4369
Kea,Total,OTHER,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,PULP AND PAPER,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,PULP AND PAPER,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,PULP AND PAPER,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,PULP AND PAPER,INDCOA,Coal,0.18625,0.187625,0.190375,4.424239893,4.463385607,4.463385607,4.424239893,0.002694197,1.933496603,0.058757143,0.064204286,0.070157143
Kea,Total,PULP AND PAPER,INDNGA,Natural Gas,3.886637931,2.498430651,3.870804598,11.6633204,11.4607979,11.18780696,6.914381813,10.66504044,8.174711619,8.679073956,15.07230362,16.46988563
Kea,Total,PULP AND PAPER,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,PULP AND PAPER,INDWOD,Wood,28.70588235,28.70737255,28.71035294,16.09266834,19.37509287,22.99312492,35.217331,39.1121677,44.4854048,50.50508174,49.46837546,50.8791779
Kea,Total,PULP AND PAPER,INDFOL,Fuel Oil,0.118531765,0.001019608,0.109882353,0,0,0,0,0,0,0,0,0
Kea,Total,PULP AND PAPER,INDELC,Electricity,6.155071227,4.04840456,4.04840456,4.411973942,4.683923099,5.076737151,5.4668434,5.887492423,6.433525766,7.321439814,8.000193343,9.513355143
Kea,Total,PULP AND PAPER,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,PULP AND PAPER,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,PULP AND PAPER,INDGEO,Geothermal,5.937640961,5.27214253,3.941145668,7.387509226,7.676575366,7.989885829,4.360040572,4.695296684,5.130674017,5.606427632,6.126299318,6.694371029
Kea,Total,REFINERY,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,REFINERY,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,REFINERY,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,REFINERY,INDCOA,Coal,0,0,0,0,0.051141429,0.036728571,0,0,0,0.050858571,0.055572857,0.060728571
Kea,Total,REFINERY,INDNGA,Natural Gas,3.370258621,3.358764368,3.358764368,2.421712644,1.336472457,0.7820125,0.876755,0.94411,1.0317,0.83069,0.90769,0.9919
Kea,Total,REFINERY,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,REFINERY,INDWOD,Wood,0,0,0,0,0.409131429,0.475828571,0.512422857,0.551790252,0.602931092,0.658868571,0.637371092,0.696487395
Kea,Total,REFINERY,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,REFINERY,INDELC,Electricity,0.933333333,0.918518519,0.918518519,0.666074074,0.418574074,0.300611111,0.323685185,0.348574074,0.380851852,0.668414491,0.750484835,0.820038214
Kea,Total,REFINERY,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,REFINERY,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,REFINERY,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,UREA FEEDSTOCK,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,UREA FEEDSTOCK,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,UREA FEEDSTOCK,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,UREA FEEDSTOCK,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,UREA FEEDSTOCK,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,UREA FEEDSTOCK,NGA,Natural Gas Feedstock,3.99,3.99,3.99,2.8674,2.0593,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789
Kea,Total,UREA FEEDSTOCK,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,UREA FEEDSTOCK,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,UREA FEEDSTOCK,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,UREA FEEDSTOCK,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,UREA FEEDSTOCK,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,UREA FEEDSTOCK,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,WOOD PROCESSING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,WOOD PROCESSING,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,WOOD PROCESSING,INDDSL,Diesel,0.047058824,0,0.048,0,0,0,0,0,0,0,0,0
Kea,Total,WOOD PROCESSING,INDCOA,Coal,0.225,0.226,0.228,4.588959887,4.600004173,4.600004173,4.588959887,4.575352261,1.985719411,0.016577143,0.018115714,0.019791429
Kea,Total,WOOD PROCESSING,INDNGA,Natural Gas,1.838218391,0.490162835,0.807787356,4.340261494,4.278162744,4.238733815,2.474125246,4.039617488,5.52428594,5.960737011,6.513476207,7.117397931
Kea,Total,WOOD PROCESSING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,WOOD PROCESSING,INDWOD,Wood,15.63823529,15.42321569,14.99317647,7.012708342,8.452333216,9.985663128,13.9254424,13.9333624,16.92058509,20.51612303,22.41851395,18.49951182
Kea,Total,WOOD PROCESSING,INDFOL,Fuel Oil,0.035294118,0,0.034823529,0,0,0,0,0,0,0,0,0
Kea,Total,WOOD PROCESSING,INDELC,Electricity,6.490075098,4.759312835,4.770595906,5.20074342,5.421994327,5.876779902,6.328614598,6.81533791,7.453093323,8.219843693,8.98219268,11.2714795
Kea,Total,WOOD PROCESSING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,WOOD PROCESSING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Kea,Total,WOOD PROCESSING,INDGEO,Geothermal,0.556629874,0.558072989,0.560959218,2.129325736,2.260875929,2.403455641,1.984169034,2.136726851,2.334866471,2.551364568,2.787942572,3.046466225
Tui,Total,CHEMICAL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,Total,CHEMICAL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,Total,CHEMICAL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,Total,CHEMICAL,INDCOA,Coal,0,0,0,0,0.018175714,0.020442857,0.022015714,0.022015714,0.017027143,0.012227143,0.008781429,0.006308571
Tui,Total,CHEMICAL,INDNGA,Natural Gas,8.32637931,8.331533525,8.341841954,9.030468799,9.248043836,9.635390086,9.664665238,10.03744251,5.428047549,2.579080884,1.560189677,1.04559
Tui,Total,CHEMICAL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,Total,CHEMICAL,INDWOD,Wood,0,0,0,0,0.930699832,1.832248739,2.701479339,3.289775757,4.183821461,4.292935473,3.381957994,2.505527395
Tui,Total,CHEMICAL,INDFOL,Fuel Oil,0.372794118,0.3505,0.354441176,0,0,0,0,0,0,0,0,0
Tui,Total,CHEMICAL,INDELC,Electricity,1.835639556,1.824532832,1.822325384,1.919466351,1.889092593,2.124888889,2.288351852,2.464259259,1.769703704,1.331644769,0.956263472,0.686817037
Tui,Total,CHEMICAL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,Total,CHEMICAL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,Total,CHEMICAL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,Total,CONSTRUCTION,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,Total,CONSTRUCTION,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,Total,CONSTRUCTION,INDDSL,Diesel,7.161616162,7.112508418,7.10520202,7.637634009,7.745317156,8.756011601,9.456055556,10.4100392,10.72022222,10.88172222,11.04586111,11.21263889
Tui,Total,CONSTRUCTION,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,Total,CONSTRUCTION,INDNGA,Natural Gas,0.461538462,0.46974359,0.486153846,1.010653846,1.076153846,1.149807692,1.200846154,0.978407256,0.781230769,0.793,0.804961538,0.817115385
Tui,Total,CONSTRUCTION,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,Total,CONSTRUCTION,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
