Scenario,Region,Sector,Set,Name,Description,Unit,Type,Sub type,Lim type,Time slice level,Peak time slice
BASE,SI,IND,.DEM.,PLPPPR-MoTP-Stat,"-:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-PH-DirH,-:- Process Heat Direct,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-PH-FURN,-:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-PH-STM_HW,-:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-Pump,-:- Pumping,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-Refin,-:- Wood/Pulp and Paper Refining,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,REFI-MoTP-Stat,"-:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,REFI-PH-FURN,-:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,REFI-PH-STM_HW,-:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,UREA-FDSTCK,-:- Feedstock,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,UREA-REFRM,-:- Process Heat Reformer,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-AIR,-:- Compressed Air,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-Fan,-:- Drying,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-MoTP-Stat,"-:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-PH-FURN,-:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-PH-STM_HW,-:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-Pump,-:- Pumping,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-Refin,-:- Wood/Pulp and Paper Refining,PJ,DEM,,,DAYNITE,
BASE,SI,OTH,.DEM.,ADCF-IRG,-:- Irrigation,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-LIG,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-MoTP-Mob-Bike,-:- Off-road Motorbike Use,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-MoTP-Mob-MTr,-:- Truck Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-MoTP-Mob-Trac,-:- Tractor Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-MoTP-Mob-Uti,-:- Farm Vehicle,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-MoTP-Stat,-:- Milking Machine,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-PUMP,-:- Pumping,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-RFGR,-:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-WH,-:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFISH-BOAT,-:- Boat,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFISH-LIG,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFISH-RFGR,-:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFORE-LIG,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFORE-MoTP-Mob-CY,-:- Cable Yarding (Forestry),PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFORE-MoTP-Mob-GB,-:- Ground Based Forestry,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFORE-MoTP-Stat,"-:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.ENV.,AGRCO2,-:-,kt,ENV,,,,
BASE,SI,OTH,.NRG.,AGRCOA,Coal -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRDSL,Diesel -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRFOL,Fuel Oil -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRLPG,LPG -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRPET,Petrol -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRPLT,Pellet -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRWOD,Wood -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.DEM.,AHORT-IRG,-:- Irrigation,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AHORT-LIG,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AHORT-MoTP-Mob-MTr,-:- Truck Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AHORT-MoTP-Mob-Trac,-:- Tractor Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AHORT-MoTP-Mob-Uti,-:- Farm Vehicle,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AHORT-MoTP-Stat,"-:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AINDC-LIG,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AINDC-SH,-:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ALIVE-IRG,-:- Irrigation,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ALIVE-LIG,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ALIVE-MoTP-Mob-Bike,-:- Off-road Motorbike Use,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ALIVE-MoTP-Mob-MTr,-:- Truck Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ALIVE-MoTP-Mob-Trac,-:- Tractor Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ALIVE-MoTP-Mob-Uti,-:- Farm Vehicle,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AOTH-ELC,-:- Other,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AOTH-FOL,-:- Other,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AOTH-LPG,-:- Other,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AOTH-PET,-:- Other,PJ,DEM,,,,
BASE,SI,OTH,.NRG.,COMBIG,Biogas -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.ENV.,COMCO2,-:-,kt,ENV,,,,
BASE,SI,OTH,.NRG.,COMCOA,Coal -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMDSL,Diesel -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMFOL,Fuel Oil -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMGEO,Geothermal -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMLPG,LPG -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMNGA,Natural Gas -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMPLT,Wood -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMWOD,Wood -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.DEM.,C_EDU-LT,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-MPM,"-:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-MPS,"-:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-OTH,-:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-RF,-:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-SC,-:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-SH,-:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-WH,-:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-LT,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-MPM,"-:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-MPS,"-:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-OTH,-:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-PH,-:- Process Heat,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-RF,-:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-SC,-:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-SH,-:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-WH,-:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-LT,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-MPM,"-:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-MPS,"-:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-OTH,-:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-SC,-:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-SH,-:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-WH,-:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-LT,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-MPM,"-:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-MPS,"-:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-OTH,-:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-SC,-:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-SH,-:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-WH,-:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-CK,-:- Cooking,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-LT,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-MPM,"-:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-MPS,"-:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-OTH,-:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-RF,-:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-SC,-:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-SH,-:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-WH,-:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-CD,-:- Clothes Drying,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-CK,-:- Cooking,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-CW,-:- Clothes Washing,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-DW,-:- Dishwashing,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-LT,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-MPM,"-:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-MPS,"-:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-OTH,-:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-RF,-:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-SC,-:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-SH,-:- Space Heating,PJ,DEM,,,,
BASE,SI,PRI,.NRG.,H2R,Green Hydrogen -:- Green Hydrogen Fuel,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,HYD,Hydro -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,INDH2R,-:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,INDOSWOD,Wood -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,JET,Jet Fuel -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,LNG,LNG -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,LPG,Crude Oil (imported) -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,MNCWST,Municipal solid waste -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,NGA,Natural Gas -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,OILD,Crude Oil  -:-,PJ,NRG,,,,
BASE,SI,PRI,.ENV.,TRACO2,-:-,kt,ENV,,,,
BASE,SI,PRI,.NRG.,TRAH2R,Green Hydrogen -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,URN,Uranium -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,WIN,Wind -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,WOD,Biomass - wood -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,WODWST,Forest residues and woody wastes -:-,PJ,NRG,,FX,,
BASE,SI,TRA,.NRG.,H2R,Green Hydrogen -:- Green Hydrogen Fuel,PJ,NRG,,FX,,
BASE,SI,TRA,.NRG.,TRABIL,Bio Liquids -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.ENV.,TRACO2,-:-,kt,ENV,,,ANNUAL,
BASE,SI,TRA,.NRG.,TRADSL,Diesel -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.NRG.,TRAELC,Electricity -:-,PJ,NRG,ELC,FX,DAYNITE,
BASE,SI,TRA,.NRG.,TRAFOL,Fuel Oil -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.NRG.,TRAH2R,Green Hydrogen -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,TRA,.NRG.,TRAJET,Jet Fuel -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.NRG.,TRALPG,LPG -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.NRG.,TRANGA,Natural Gas -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.NRG.,TRAPET,Petrol -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.DEM.,T_C_Car,-:- Van/Ute,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_DSHIP,-:- Domestic Shipping,PJ,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_HTrk,-:- Heavy Truck,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_ISHIP,-:- International Shipping,PJ,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_MTrk,-:- Medium Truck,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_Rail,-:- Freight Rail,PJ,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_VHTrk,-:- Very Heavy Truck,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_O_JET,-:- Domestic Aviation,PJ,DEM,,,,
BASE,SI,TRA,.DEM.,T_O_JET_Int,-:- International Aviation,PJ,DEM,,,,
BASE,SI,TRA,.DEM.,T_P_Bus,-:- Bus,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_P_Car,-:- Car/SUV,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_P_Mcy,-:- Motorcycles,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_P_Rail,-:- Passenger Rail,PJ,DEM,,,,
NewTech_ELC_KEA,SI,ELC,.NRG.,COseq,-:- CO2 to CCS,kt,NRG,,,,
NewTech_ELC_KEA,NI,ELC,.NRG.,COseq,-:- CO2 to CCS,kt,NRG,,,,
NewTech_ELC_TUI,NI,ELC,.NRG.,COseq,-:- CO2 to CCS,kt,NRG,,,,
NewTech_ELC_TUI,SI,ELC,.NRG.,COseq,-:- CO2 to CCS,kt,NRG,,,,
BASE,SI,OTH,.ENV.,RESCO2,-:-,kt,ENV,,,,
BASE,SI,OTH,.NRG.,RESCOA,Coal -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESDSL,Diesel -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESGEO,Geothermal -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESLPG,LPG -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESNGA,Natural Gas -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESPET,Petrol -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESSOL,Solar -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESWOD,Wood -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.DEM.,R_DDW-CD,-:- Clothes Drying,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-CK,-:- Cooking,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-CW,-:- Clothes Washing,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-DW,-:- Dishwashing,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-LT,-:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-MPM,"-:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-MPS,"-:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-OTH,-:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-RF,-:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-SC,-:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-SH,-:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-WH,-:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-WH,-:- Water Heating,PJ,DEM,,,,
BASE,SI,PRI,.NRG.,AGRH2R,-:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,AGRWST,"Agricultural wastes (straws, stover, vegetable culls) -:-",PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,ANMMNR,Animal manure -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,BDSL,Biodiesel -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,BIG,Biogas -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,BIL,Bioliquid -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,COA,Coal -:-,PJ,NRG,,,ANNUAL,
BASE,SI,PRI,.NRG.,COL,Coal Lignite -:-,PJ,NRG,,,ANNUAL,
BASE,SI,PRI,.NRG.,COMH2R,-:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,COseq,-:- CO2 to CCS,kt,NRG,,,,
BASE,SI,PRI,.NRG.,DAC_CO2,-:- CO2 from air,kt,NRG,,,,
BASE,SI,PRI,.NRG.,DID,Drop-In Diesel -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,DIJ,Drop-In Jet -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,DSL,Petrol -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,ELCH2R,-:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,ELCNGA,Natural Gas -:- Electricity Production,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,FOL,Fuel Oil -:-,PJ,NRG,,,,
BASE,SI,PRI,.ENV.,GASCO2,-:-,kt,ENV,,,,
BASE,SI,PRI,.NRG.,GEO,Geothermal -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,H2C,Green Hydrogen -:- Green Hydrogen Fuel,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,H2D,Green Hydrogen -:- Green Hydrogen Fuel,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,OILI,Crude Oil (domestic) -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,OILWST,Oil wastes -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,OTH,Other fuels from refinery -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,PET,LPG -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,PLT,Wood pellet -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.ENV.,REFCO2,-:-,PJ,ENV,,,,
BASE,SI,PRI,.NRG.,RESH2R,-:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,SOL,Solar -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,TID,Tidal -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.ENV.,TOTCO2,-:-,kt,ENV,,,,
